huff_rank,selected_for_next_step,selection_method,ykiho,hospital_name,hospital_type,disease,specialist_score,hospital_weight,capability_score,straight_distance_km,huff_utility,huff_probability,cumulative_probability,kneedle_score,tmap_success,tmap_error,route_distance_km,route_duration_min,taxi_fare,toll_fare,final_utility,final_probability,is_pareto,matched_reason
81,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,의료법인명지의료재단명지병원,종합병원,암,18.0,1.0,18.0,334.78744225473866,0.0001604999051599167,0.0012877076122983578,0.9716932245887757,0.2637286228188642,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
82,False,,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz,인제대학교 상계백병원,종합병원,암,18.0,1.0,18.0,336.56713660746107,0.00015880751665630163,0.0012741294014146818,0.9729673539901904,0.256153194698155,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
83,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,인제대학교일산백병원,종합병원,암,18.0,1.0,18.0,338.31242665649876,0.000157173708636535,0.0012610211879114316,0.9742283751781018,0.24856465836394248,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
84,False,,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,가톨릭대학교 여의도성모병원,종합병원,암,16.0,1.0,16.0,321.37339905778856,0.00015482101068665523,0.0012421452449226781,0.9754705204230245,0.2409572460867413,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상; 특수진료 조혈모세포이식 포함
85,False,,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz,국립중앙의료원,종합병원,암,16.0,1.0,16.0,327.1654366237072,0.00014938937186427588,0.001198566635627774,0.9766690870586523,0.23330625520024517,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
86,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,한양대학교구리병원,종합병원,암,16.0,1.0,16.0,331.9063069360041,0.00014515343409670793,0.0011645812615985213,0.9778336683202509,0.22562127893971995,,,,,,,,,,외과·병리과·핵의학과 전문의 각각 1명 이상
87,False,,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,서울특별시서울의료원,종합병원,암,16.0,1.0,16.0,332.9318530749812,0.00014426083275151489,0.0011574198271677182,0.9789910881474186,0.2179291412447638,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
88,False,,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz,포항성모병원,종합병원,암,11.0,1.0,11.0,280.27793301624723,0.00013992812852269319,0.001122658085646862,0.9801137462330655,0.21020224180828673,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
89,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDIjJDgz,의료법인성광의료재단일산차병원,종합병원,암,15.0,1.0,15.0,336.07592900701997,0.0001327266190238581,0.001064879617849955,0.9811786258509154,0.20241756390401278,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
90,False,,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz,의료법인안동병원,종합병원,암,10.0,1.0,10.0,276.06287362320637,0.0001311201428617224,0.0010519906907138497,0.9822306165416292,0.1946199970726027,,,,,,,,,,방사선종양학과 전문의 1명 이상
91,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,동국대학교일산불교병원,종합병원,암,15.0,1.0,15.0,338.57595703016966,0.00013077433661545465,0.001049216250845766,0.983279832792475,0.18681965580132454,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
92,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNjEjJDEjJDQjJDgz,의료법인백송의료재단 굿모닝병원,종합병원,암,9.0,1.0,9.0,264.32284740549306,0.00012871956229843493,0.0010327305804838731,0.9843125633729589,0.17900282885968455,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
93,False,,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,대림성모병원,종합병원,암,13.0,1.0,13.0,318.18238629861156,0.00012832702948269005,0.0010295812484365553,0.9853421446213955,0.1711828525859972,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
94,False,,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,한림대학교 강남성심병원,종합병원,암,13.0,1.0,13.0,318.52425675031344,0.00012805179818678315,0.0010273730388146935,0.9863695176602102,0.16336066810268812,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
95,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,대진의료재단 분당제생병원,종합병원,암,12.0,1.0,12.0,308.244537164062,0.000126214348213459,0.0010126309845093688,0.9873821486447195,0.15552374156507354,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
96,False,,JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,청주성모병원,종합병원,암,7.0,1.0,7.0,236.3921851200318,0.00012515968224753856,0.0010041692885887727,0.9883863179333083,0.14767835333153845,,,,,,,,,,방사선종양학과 전문의 1명 이상
97,False,,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,성심의료재단강동성심병원,종합병원,암,13.0,1.0,13.0,324.71241281281203,0.000123219124050419,0.0009885999861642695,0.9893749179194726,0.13981739579557884,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
98,False,,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,한국보훈복지의료공단 중앙보훈병원,종합병원,암,12.0,1.0,12.0,324.2062460628352,0.00011409605270485959,0.0009154046256591482,0.9902903225451318,0.13188324289911413,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
99,False,,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,드림종합병원,종합병원,암,5.0,1.0,5.0,212.73515765499877,0.00011037818930342122,0.0008855758167340119,0.9911758983618658,0.1239192611937242,,,,,,,,,,방사선종양학과 전문의 1명 이상
100,False,,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz,의료법인정화의료재단 봉생기념병원,종합병원,암,5.0,1.0,5.0,216.34120179488082,0.00010673089000868065,0.0008563131510552485,0.9920322115129211,0.11592601682265558,,,,,,,,,,외과·병리과·핵의학과 전문의 각각 1명 이상
101,False,,JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,강원대학교병원,종합병원,암,14.0,1.0,14.0,371.34380196856483,0.00010147096807524075,0.0008141122444127367,0.9928463237573338,0.10789057154494441,,,,,,,,,,방사선종양학과 전문의 1명 이상
102,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjODEjJDEjJDYjJDgz,의료법인우리의료재단김포우리병원,종합병원,암,11.0,1.0,11.0,333.67491664407686,9.873821981811322e-05,0.0007921871178546119,0.9936385108751884,0.09983320114067518,,,,,,,,,,외과·병리과·핵의학과 전문의 각각 1명 이상
103,False,,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,노원을지대학교병원,종합병원,암,10.0,1.0,10.0,335.2821313482851,8.890376622078761e-05,0.0007132842627566399,0.994351795137945,0.0916969278813079,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
104,False,,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,동국대학교의과대학경주병원,종합병원,암,6.0,1.0,6.0,260.0863761357346,8.863028498402474e-05,0.0007110900940432726,0.9950628852319883,0.08355846045322723,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
105,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE4MzIjNDEjJDEjJDQjJDgz,한림병원,종합병원,암,9.0,1.0,9.0,322.50945964981,8.647455064635426e-05,0.000693794410821869,0.9957566796428101,0.07540269734192517,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
106,False,,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,의료법인한전의료재단 한일병원,종합병원,암,9.0,1.0,9.0,336.0671014265319,7.964015387104274e-05,0.0006389613269999984,0.9963956409698101,0.0671921011468013,,,,,,,,,,외과·병리과·핵의학과 전문의 각각 1명 이상
107,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz,의료법인 남촌의료재단 시화병원,종합병원,암,7.0,1.0,7.0,302.2523379242501,7.657224456735432e-05,0.0006143471681301578,0.9970099881379403,0.058956890792807526,,,,,,,,,,외과·병리과·핵의학과 전문의 각각 1명 이상
108,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNzEjJDEjJDgjJDgz,효산의료재단 지샘병원,종합병원,암,7.0,1.0,7.0,303.69699070535273,7.584572460955627e-05,0.000608518222130401,0.9976185063600707,0.05071585149281399,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
109,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,효산의료재단 안양샘병원,종합병원,암,7.0,1.0,7.0,307.45874891018985,7.400172933257561e-05,0.000593723654165739,0.9982122300142364,0.04246001762485585,,,,,,,,,,방사선종양학과 전문의 1명 이상; 외과·병리과·핵의학과 전문의 각각 1명 이상
110,False,,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,삼육서울병원,종합병원,암,7.0,1.0,7.0,329.87532913567156,6.428876731048307e-05,0.0005157955387481542,0.9987280255529846,0.034126255641480197,,,,,,,,,,외과·병리과·핵의학과 전문의 각각 1명 이상
111,False,,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,부천세종병원,종합병원,암,5.0,1.0,5.0,316.8312144493496,4.977829013778886e-05,0.0003993764549191479,0.9991274020079037,0.025676074574275454,,,,,,,,,,외과·병리과·핵의학과 전문의 각각 1명 이상
112,False,,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,경상북도안동의료원,종합병원,암,3.0,1.0,3.0,279.67484441836496,3.8326920769039185e-05,0.00030750091460224387,0.999434902922506,0.017134017966753845,,,,,,,,,,방사선종양학과 전문의 1명 이상
113,False,,JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,한림대학교춘천성심병원,종합병원,암,5.0,1.0,5.0,372.2009209835935,3.6072960249190705e-05,0.0002894171523948024,0.9997243200749009,0.00857387759702477,,,,,,,,,,외과·병리과·핵의학과 전문의 각각 1명 이상
114,False,,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,영주적십자병원,종합병원,암,3.0,1.0,3.0,295.38082149005896,3.436075193649749e-05,0.000275679925099255,1.0000000000000002,2.220446049250313e-16,,,,,,,,,,방사선종양학과 전문의 1명 이상
