ykiho,hospital_name,hospital_type,address,latitude,longitude,departments,specialists,equipment,special_treatments
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,연세대학교 의과대학 용인세브란스병원,종합병원,"경기도 용인시 기흥구 동백죽전대로 363, (중동)",37.2708050,127.1485144,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""성형외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""안과"", ""이비인후과"", ""피부과"", ""비뇨의학과"", ""영상의학과"", ""방사선종양학과"", ""병리과"", ""진단검사의학과"", ""재활의학과"", ""핵의학과"", ""가정의학과"", ""응급의학과"", ""구강악안면외과"", ""치과보철과"", ""치과보존과"", ""통합치의학과""]","{""가정의학과"": 6, ""구강악안면외과"": 2, ""내과"": 58, ""마취통증의학과"": 17, ""방사선종양학과"": 3, ""병리과"": 5, ""비뇨의학과"": 3, ""산부인과"": 9, ""성형외과"": 3, ""소아청소년과"": 18, ""신경과"": 11, ""신경외과"": 8, ""심장혈관흉부외과"": 3, ""안과"": 8, ""영상의학과"": 16, ""외과"": 16, ""응급의학과"": 10, ""이비인후과"": 6, ""재활의학과"": 4, ""정신건강의학과"": 6, ""정형외과"": 11, ""진단검사의학과"": 4, ""치과보존과"": 1, ""치과보철과"": 1, ""통합치의학과"": 1, ""피부과"": 2, ""핵의학과"": 2}","[""ECMO"", ""체외충격파쇄석기"", ""유방촬영장치"", ""혈액투석을위한인공신장기"", ""일반엑스선촬영장치"", ""골밀도검사기"", ""인큐베이터"", ""분만감시기"", ""초음파영상진단기"", ""인공호흡기"", ""양전자단층촬영기 (PET)"", ""MRI"", ""CT"", ""콘빔CT""]","[""성인 중환자실"", ""신생아 중환자실"", ""인공와우 실시기관"", ""1형 당뇨병 환자 재택의료 시범기관"", ""암환자 재택의료 시범기관"", ""수면다원검사 실시기관"", ""HPV 국가예방접종사업 참여기관"", ""결핵환자 재택의료 시범기관"", ""응급의료기관"", ""차세대염기서열분석 기반 유전자 패널검사 실시기관"", ""복막투석 환자 재택관리 시범기관"", ""경피적 대동맥판삽입 실시기관"", ""간호간병통합서비스 제공기관"", ""신속대응시스템 시범기관"", ""경피적 좌심방이 폐색술 실시기관""]"
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz,연세에스병원,종합병원,"경상남도 창원시 진해구 해원로32번길 13, (이동)",35.1547267,128.6983467,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""소아청소년과"", ""영상의학과"", ""병리과"", ""가정의학과"", ""응급의학과""]","{""가정의학과"": 1, ""내과"": 4, ""마취통증의학과"": 1, ""병리과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 2, ""심장혈관흉부외과"": 1, ""영상의학과"": 1, ""외과"": 1, ""정형외과"": 2}","[""혈액투석을위한인공신장기"", ""골밀도검사기"", ""초음파영상진단기"", ""인공호흡기"", ""일반엑스선촬영장치"", ""CT"", ""MRI"", ""유방촬영장치"", ""체외충격파쇄석기""]","[""성인 중환자실"", ""응급의료기관"", ""보훈위탁진료요양기관"", ""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관"", ""개방병원""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,영광종합병원,종합병원,"전남광주통합특별시 영광군 영광읍 와룡로 3, (영광읍)",35.2844615,126.4989779,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""영상의학과"", ""진단검사의학과"", ""응급의학과"", ""통합치의학과""]","{""가정의학과"": 1, ""내과"": 6, ""마취통증의학과"": 2, ""산부인과"": 1, ""소아청소년과"": 2, ""신경과"": 1, ""신경외과"": 1, ""영상의학과"": 3, ""외과"": 1, ""응급의학과"": 1, ""정형외과"": 2, ""진단검사의학과"": 1}","[""인큐베이터"", ""인공호흡기"", ""분만감시기"", ""일반엑스선촬영장치"", ""MRI"", ""초음파영상진단기"", ""혈액투석을위한인공신장기"", ""콘빔CT"", ""CT"", ""골밀도검사기"", ""유방촬영장치""]","[""성인 중환자실"", ""응급의료기관"", ""간호간병통합서비스 제공기관"", ""개방병원"", ""가정간호실시기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDQjJDgz,영남대학교의과대학부속영천병원,종합병원,"경상북도 영천시 오수1길 10, (오수동)",35.9572850,128.9132120,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""성형외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""안과"", ""비뇨의학과"", ""영상의학과"", ""병리과"", ""가정의학과""]","{""가정의학과"": 1, ""내과"": 4, ""마취통증의학과"": 1, ""병리과"": 1, ""산부인과"": 1, ""신경과"": 2, ""영상의학과"": 1, ""외과"": 2, ""이비인후과"": 1, ""정형외과"": 2}","[""인공호흡기"", ""MRI"", ""혈액투석을위한인공신장기"", ""유방촬영장치"", ""초음파영상진단기"", ""일반엑스선촬영장치"", ""골밀도검사기"", ""CT""]","[""응급의료기관"", ""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관"", ""보훈위탁진료요양기관"", ""결핵환자 재택의료 시범기관"", ""성인 중환자실""]"
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz,영도병원,종합병원,"부산광역시 영도구 태종로 85, (대교동2가)",35.0922416,129.0405236,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""비뇨의학과"", ""영상의학과"", ""병리과"", ""가정의학과"", ""직업환경의학과"", ""치주과""]","{""가정의학과"": 3, ""내과"": 8, ""마취통증의학과"": 1, ""병리과"": 1, ""비뇨의학과"": 1, ""산부인과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""영상의학과"": 2, ""외과"": 7, ""정형외과"": 3, ""직업환경의학과"": 2}","[""유방촬영장치"", ""CT"", ""골밀도검사기"", ""초음파영상진단기"", ""체외충격파쇄석기"", ""MRI"", ""일반엑스선촬영장치"", ""콘빔CT"", ""인공호흡기"", ""혈액투석을위한인공신장기""]","[""응급의료기관"", ""HPV 국가예방접종사업 참여기관"", ""비대면진료 시범사업 진료기관(의료기관)"", ""간호간병통합서비스 제공기관"", ""성인 중환자실""]"
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,영주적십자병원,종합병원,"경상북도 영주시 대학로 327-0, 영주적십자병원",36.8252688,128.6039024,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""소아청소년과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""가정의학과"", ""응급의학과""]","{""가정의학과"": 1, ""내과"": 3, ""마취통증의학과"": 1, ""방사선종양학과"": 1, ""비뇨의학과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 1, ""영상의학과"": 1, ""외과"": 2, ""응급의학과"": 1, ""정형외과"": 2, ""진단검사의학과"": 1}","[""CT"", ""혈액투석을위한인공신장기"", ""체외충격파쇄석기"", ""MRI"", ""골밀도검사기"", ""유방촬영장치"", ""인공호흡기"", ""일반엑스선촬영장치"", ""초음파영상진단기""]","[""외국인 근로자 등 의료지원 사업시행 의료기관"", ""응급의료기관"", ""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관"", ""성인 중환자실""]"
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,오산한국병원,종합병원,"경기도 오산시 밀머리로1번길 16, (원동)",37.1412709,127.0753662,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""이비인후과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과"", ""직업환경의학과"", ""구강악안면외과"", ""치과보철과"", ""치과교정과"", ""소아치과"", ""치과보존과""]","{""가정의학과"": 3, ""내과"": 11, ""마취통증의학과"": 2, ""비뇨의학과"": 1, ""산부인과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 4, ""심장혈관흉부외과"": 2, ""영상의학과"": 4, ""외과"": 3, ""응급의학과"": 4, ""이비인후과"": 1, ""재활의학과"": 1, ""정형외과"": 4, ""직업환경의학과"": 3, ""진단검사의학과"": 1, ""치과보철과"": 1}","[""MRI"", ""일반엑스선촬영장치"", ""혈액투석을위한인공신장기"", ""유방촬영장치"", ""CT"", ""체외충격파쇄석기"", ""인공호흡기"", ""초음파영상진단기"", ""콘빔CT"", ""골밀도검사기""]","[""성인 중환자실"", ""응급의료기관"", ""가정간호실시기관"", ""HPV 국가예방접종사업 참여기관"", ""간호간병통합서비스 제공기관""]"
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,온누리병원,종합병원,"인천광역시 검단구 완정로 199, (왕길동)",37.6027927,126.6543363,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""성형외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""영상의학과"", ""진단검사의학과"", ""가정의학과"", ""응급의학과"", ""직업환경의학과"", ""예방의학과""]","{""가정의학과"": 2, ""내과"": 4, ""마취통증의학과"": 1, ""산부인과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 2, ""영상의학과"": 1, ""예방의학과"": 1, ""외과"": 2, ""정형외과"": 2, ""직업환경의학과"": 1, ""진단검사의학과"": 1}","[""CT"", ""골밀도검사기"", ""인공호흡기"", ""일반엑스선촬영장치"", ""체외충격파쇄석기"", ""유방촬영장치"", ""초음파영상진단기"", ""MRI"", ""혈액투석을위한인공신장기""]","[""응급의료기관"", ""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDQjJDgz,온재병원,종합병원,"강원특별자치도 속초시 중앙로 11-0, 속초보광병원",38.1980014,128.5783901,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""이비인후과"", ""비뇨의학과"", ""영상의학과"", ""병리과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과""]","{""내과"": 3, ""마취통증의학과"": 1, ""비뇨의학과"": 1, ""산부인과"": 2, ""신경과"": 2, ""영상의학과"": 2, ""외과"": 2, ""정신건강의학과"": 1, ""정형외과"": 4, ""진단검사의학과"": 1}","[""CT"", ""골밀도검사기"", ""체외충격파쇄석기"", ""일반엑스선촬영장치"", ""MRI"", ""인공호흡기"", ""혈액투석을위한인공신장기"", ""초음파영상진단기"", ""유방촬영장치""]","[""성인 중환자실"", ""간호간병통합서비스 제공기관"", ""결핵환자 재택의료 시범기관"", ""응급의료기관""]"
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,우리들병원,종합병원,"서울특별시 강서구 하늘길 70, (과해동)",37.5620454,126.7963265,"[""내과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""산부인과"", ""영상의학과"", ""진단검사의학과"", ""재활의학과""]","{""내과"": 1, ""마취통증의학과"": 3, ""신경외과"": 7, ""영상의학과"": 2, ""외과"": 1, ""재활의학과"": 1, ""정형외과"": 4, ""진단검사의학과"": 1}","[""MRI"", ""초음파영상진단기"", ""CT"", ""일반엑스선촬영장치"", ""인공호흡기"", ""골밀도검사기""]","[""간호간병통합서비스 제공기관""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,운암한국병원,종합병원,"전남광주통합특별시 북구 북문대로 191,  (운암동)",35.1850041,126.8696693,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""소아청소년과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""응급의학과""]","{""내과"": 6, ""마취통증의학과"": 1, ""비뇨의학과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 3, ""영상의학과"": 1, ""외과"": 1, ""응급의학과"": 1, ""정형외과"": 4, ""진단검사의학과"": 1}","[""유방촬영장치"", ""MRI"", ""골밀도검사기"", ""체외충격파쇄석기"", ""인공호흡기"", ""초음파영상진단기"", ""혈액투석을위한인공신장기"", ""일반엑스선촬영장치"", ""CT""]","[""응급의료기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,울산병원,종합병원,"울산광역시 남구 월평로171번길 13, (신정동)",35.5462648,129.3231103,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""안과"", ""이비인후과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과"", ""통합치의학과""]","{""가정의학과"": 2, ""내과"": 18, ""마취통증의학과"": 2, ""비뇨의학과"": 1, ""산부인과"": 1, ""소아청소년과"": 2, ""신경과"": 4, ""신경외과"": 2, ""안과"": 1, ""영상의학과"": 4, ""예방의학과"": 1, ""외과"": 2, ""응급의학과"": 5, ""이비인후과"": 1, ""재활의학과"": 1, ""정신건강의학과"": 1, ""정형외과"": 4, ""진단검사의학과"": 1, ""통합치의학과"": 1}","[""유방촬영장치"", ""분만감시기"", ""MRI"", ""인공호흡기"", ""ECMO"", ""콘빔CT"", ""체외충격파쇄석기"", ""골밀도검사기"", ""초음파영상진단기"", ""혈액투석을위한인공신장기"", ""일반엑스선촬영장치"", ""CT""]","[""성인 중환자실"", ""응급의료기관"", ""결핵환자 재택의료 시범기관"", ""보훈위탁진료요양기관"", ""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,울산엘리야병원,종합병원,"울산광역시 북구 호계로 285, (호계동)",35.6288626,129.3505372,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""소아청소년과"", ""이비인후과"", ""피부과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""재활의학과""]","{""내과"": 6, ""마취통증의학과"": 2, ""산부인과"": 1, ""소아청소년과"": 1, ""신경외과"": 1, ""영상의학과"": 2, ""외과"": 1, ""정형외과"": 5, ""진단검사의학과"": 1}","[""일반엑스선촬영장치"", ""골밀도검사기"", ""MRI"", ""초음파영상진단기"", ""혈액투석을위한인공신장기"", ""CT"", ""인공호흡기"", ""체외충격파쇄석기"", ""유방촬영장치""]","[""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,원광대학교 산본병원,종합병원,"경기도 군포시 산본로 321, (산본동)",37.3594127,126.9336147,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""안과"", ""이비인후과"", ""비뇨의학과"", ""영상의학과"", ""병리과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과"", ""구강악안면외과""]","{""가정의학과"": 1, ""내과"": 11, ""마취통증의학과"": 3, ""병리과"": 1, ""비뇨의학과"": 1, ""산부인과"": 2, ""소아청소년과"": 1, ""신경과"": 3, ""신경외과"": 1, ""영상의학과"": 4, ""외과"": 2, ""응급의학과"": 6, ""이비인후과"": 1, ""재활의학과"": 1, ""정신건강의학과"": 1, ""정형외과"": 4, ""진단검사의학과"": 1}","[""초음파영상진단기"", ""MRI"", ""CT"", ""유방촬영장치"", ""체외충격파쇄석기"", ""인공호흡기"", ""골밀도검사기"", ""일반엑스선촬영장치"", ""인큐베이터"", ""혈액투석을위한인공신장기""]","[""성인 중환자실"", ""보훈위탁진료요양기관"", ""결핵환자 재택의료 시범기관"", ""응급의료기관"", ""비대면진료 시범사업 진료기관(의료기관)"", ""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz,의료법인 갈렌의료재단 박병원,종합병원,"경기도 평택시 송탄로 33, (장당동)",37.0482657,127.0570008,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""산부인과"", ""영상의학과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과"", ""직업환경의학과""]","{""가정의학과"": 1, ""내과"": 5, ""마취통증의학과"": 1, ""산부인과"": 1, ""신경과"": 1, ""신경외과"": 4, ""영상의학과"": 2, ""외과"": 2, ""응급의학과"": 4, ""재활의학과"": 1, ""정형외과"": 2, ""직업환경의학과"": 1, ""진단검사의학과"": 1}","[""인공호흡기"", ""CT"", ""유방촬영장치"", ""MRI"", ""골밀도검사기"", ""일반엑스선촬영장치"", ""초음파영상진단기""]","[""성인 중환자실"", ""HPV 국가예방접종사업 참여기관"", ""장애인 건강 주치의 시범기관(전체)"", ""응급의료기관"", ""간호간병통합서비스 제공기관"", ""가정간호실시기관""]"
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,의료법인 강릉동인병원,종합병원,"강원특별자치도 강릉시 강릉대로419번길 42-0,  (포남동)",37.7743500,128.9073500,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""성형외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""안과"", ""이비인후과"", ""비뇨의학과"", ""영상의학과"", ""병리과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과"", ""직업환경의학과"", ""치과보철과""]","{""가정의학과"": 1, ""내과"": 7, ""마취통증의학과"": 2, ""비뇨의학과"": 1, ""산부인과"": 1, ""성형외과"": 1, ""소아청소년과"": 1, ""신경과"": 2, ""신경외과"": 2, ""심장혈관흉부외과"": 1, ""안과"": 1, ""영상의학과"": 1, ""외과"": 2, ""응급의학과"": 4, ""이비인후과"": 1, ""재활의학과"": 1, ""정신건강의학과"": 2, ""정형외과"": 1, ""직업환경의학과"": 1, ""진단검사의학과"": 1}","[""혈액투석을위한인공신장기"", ""유방촬영장치"", ""초음파영상진단기"", ""MRI"", ""체외충격파쇄석기"", ""콘빔CT"", ""골밀도검사기"", ""일반엑스선촬영장치"", ""CT"", ""인공호흡기""]","[""성인 중환자실"", ""보훈위탁진료요양기관"", ""간호간병통합서비스 제공기관"", ""응급의료기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNjEjJDEjJDQjJDgz,의료법인 거붕 백병원,종합병원,"경상남도 거제시 계룡로5길 14, (상동동)",34.8736094,128.6261659,"[""내과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""이비인후과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""응급의학과"", ""직업환경의학과"", ""구강악안면외과""]","{""가정의학과"": 1, ""내과"": 6, ""마취통증의학과"": 2, ""비뇨의학과"": 1, ""산부인과"": 1, ""소아청소년과"": 1, ""신경외과"": 3, ""영상의학과"": 2, ""외과"": 3, ""이비인후과"": 1, ""정신건강의학과"": 1, ""정형외과"": 3, ""직업환경의학과"": 2, ""진단검사의학과"": 1}","[""분만감시기"", ""CT"", ""콘빔CT"", ""MRI"", ""초음파영상진단기"", ""혈액투석을위한인공신장기"", ""일반엑스선촬영장치"", ""골밀도검사기"", ""유방촬영장치"", ""인공호흡기"", ""체외충격파쇄석기""]","[""성인 중환자실"", ""HPV 국가예방접종사업 참여기관"", ""응급의료기관"", ""간호간병통합서비스 제공기관""]"
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,의료법인 건명의료재단 중앙제일병원,종합병원,"충청북도 진천군 진천읍 중앙북로 36-0, 진천성모병원",36.8585629,127.4404044,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""가정의학과"", ""응급의학과"", ""직업환경의학과""]","{""내과"": 5, ""마취통증의학과"": 1, ""비뇨의학과"": 2, ""산부인과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 1, ""영상의학과"": 2, ""외과"": 5, ""정형외과"": 3, ""직업환경의학과"": 1, ""진단검사의학과"": 1}","[""초음파영상진단기"", ""CT"", ""분만감시기"", ""유방촬영장치"", ""골밀도검사기"", ""일반엑스선촬영장치"", ""인공호흡기"", ""혈액투석을위한인공신장기"", ""MRI"", ""체외충격파쇄석기""]","[""성인 중환자실"", ""응급의료기관"", ""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관"", ""보훈위탁진료요양기관""]"
