ykiho,hospital_name,hospital_type,address,latitude,longitude,departments,specialists,equipment,special_treatments
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNjEjJDEjJDAjJDgz,경상북도김천의료원,종합병원,"경상북도 김천시 모암길 24,  (모암동)",36.1227232,128.1264391,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""성형외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""안과"", ""이비인후과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과"", ""직업환경의학과"", ""치과보철과""]","{""가정의학과"": 2, ""내과"": 7, ""마취통증의학과"": 2, ""비뇨의학과"": 2, ""산부인과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 2, ""안과"": 1, ""영상의학과"": 3, ""외과"": 2, ""응급의학과"": 6, ""이비인후과"": 1, ""재활의학과"": 1, ""정형외과"": 3, ""직업환경의학과"": 1, ""진단검사의학과"": 1, ""통합치의학과"": 1}","[""혈액투석을위한인공신장기"", ""CT"", ""인공호흡기"", ""체외충격파쇄석기"", ""콘빔CT"", ""MRI"", ""일반엑스선촬영장치"", ""골밀도검사기"", ""유방촬영장치"", ""인큐베이터"", ""초음파영상진단기"", ""분만감시기""]","[""입원형 호스피스전문기관"", ""일차의료 방문진료 수가 시범기관"", ""가정간호실시기관"", ""간호간병통합서비스 제공기관"", ""응급의료기관"", ""HPV 국가예방접종사업 참여기관"", ""외국인 근로자 등 의료지원 사업시행 의료기관"", ""성인 중환자실""]"
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,경상북도안동의료원,종합병원,"경상북도 안동시 태사2길 55,  (북문동)",36.5682206,128.7321116,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""성형외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""안과"", ""이비인후과"", ""피부과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과"", ""통합치의학과""]","{""가정의학과"": 2, ""내과"": 4, ""마취통증의학과"": 2, ""방사선종양학과"": 1, ""비뇨의학과"": 1, ""산부인과"": 3, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 1, ""안과"": 1, ""영상의학과"": 2, ""외과"": 2, ""응급의학과"": 1, ""이비인후과"": 1, ""재활의학과"": 1, ""정형외과"": 3, ""진단검사의학과"": 1}","[""일반엑스선촬영장치"", ""혈액투석을위한인공신장기"", ""CT"", ""골밀도검사기"", ""체외충격파쇄석기"", ""MRI"", ""인공호흡기"", ""콘빔CT"", ""유방촬영장치"", ""초음파영상진단기""]","[""HPV 국가예방접종사업 참여기관"", ""보훈위탁진료요양기관"", ""외국인 근로자 등 의료지원 사업시행 의료기관"", ""입원형 호스피스전문기관"", ""간호간병통합서비스 제공기관"", ""난임시술(체외)"", ""난임시술(인공)"", ""응급의료기관"", ""성인 중환자실""]"
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,경상북도포항의료원,종합병원,"경상북도 포항시 북구 용흥로 36,  (용흥동)",36.0348814,129.3549409,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""안과"", ""이비인후과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과"", ""구강악안면외과"", ""치과보철과"", ""소아치과"", ""치주과"", ""치과보존과"", ""구강내과"", ""영상치의학과"", ""구강병리과"", ""예방치과""]","{""가정의학과"": 1, ""내과"": 4, ""마취통증의학과"": 1, ""병리과"": 1, ""비뇨의학과"": 1, ""산부인과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 1, ""안과"": 1, ""영상의학과"": 1, ""외과"": 1, ""응급의학과"": 4, ""이비인후과"": 1, ""재활의학과"": 1, ""정신건강의학과"": 2, ""정형외과"": 3, ""진단검사의학과"": 1, ""치과교정과"": 1}","[""CT"", ""골밀도검사기"", ""인공호흡기"", ""인큐베이터"", ""MRI"", ""콘빔CT"", ""체외충격파쇄석기"", ""일반엑스선촬영장치"", ""초음파영상진단기"", ""유방촬영장치""]","[""일차의료 방문진료 수가 시범기관"", ""보훈위탁진료요양기관"", ""자문형 호스피스전문기관"", ""외국인 근로자 등 의료지원 사업시행 의료기관"", ""간호간병통합서비스 제공기관"", ""응급의료기관"", ""입원형 호스피스전문기관"", ""HPV 국가예방접종사업 참여기관"", ""성인 중환자실""]"
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz,경찰병원,종합병원,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",37.4963836,127.1235089,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""성형외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""안과"", ""이비인후과"", ""피부과"", ""비뇨의학과"", ""영상의학과"", ""병리과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과"", ""치과보철과"", ""치주과""]","{""가정의학과"": 2, ""내과"": 12, ""마취통증의학과"": 5, ""비뇨의학과"": 3, ""산부인과"": 2, ""성형외과"": 2, ""소아청소년과"": 2, ""신경과"": 2, ""신경외과"": 3, ""심장혈관흉부외과"": 1, ""안과"": 2, ""영상의학과"": 1, ""외과"": 5, ""이비인후과"": 4, ""재활의학과"": 2, ""정신건강의학과"": 2, ""정형외과"": 8, ""진단검사의학과"": 1, ""치과보철과"": 1, ""치주과"": 2, ""피부과"": 2, ""핵의학과"": 1}","[""MRI"", ""초음파영상진단기"", ""CT"", ""콘빔CT"", ""혈액투석을위한인공신장기"", ""양전자단층촬영기 (PET)"", ""일반엑스선촬영장치"", ""유방촬영장치"", ""골밀도검사기"", ""인큐베이터"", ""체외충격파쇄석기"", ""인공호흡기""]","[""수면다원검사 실시기관"", ""간호간병통합서비스 제공기관"", ""응급의료기관"", ""성인 중환자실""]"
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,계명대학교대구동산병원,종합병원,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",35.8694728,128.5831323,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""심장혈관흉부외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""안과"", ""이비인후과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과"", ""통합치의학과""]","{""가정의학과"": 1, ""내과"": 10, ""마취통증의학과"": 2, ""비뇨의학과"": 1, ""산부인과"": 1, ""소아청소년과"": 3, ""신경과"": 1, ""안과"": 2, ""영상의학과"": 3, ""외과"": 1, ""응급의학과"": 6, ""이비인후과"": 1, ""재활의학과"": 1, ""정신건강의학과"": 1, ""정형외과"": 1, ""진단검사의학과"": 1, ""통합치의학과"": 1}","[""분만감시기"", ""CT"", ""체외충격파쇄석기"", ""인공호흡기"", ""골밀도검사기"", ""일반엑스선촬영장치"", ""유방촬영장치"", ""MRI"", ""초음파영상진단기"", ""혈액투석을위한인공신장기"", ""콘빔CT"", ""인큐베이터""]","[""응급의료기관"", ""HPV 국가예방접종사업 참여기관"", ""가정형 호스피스전문기관"", ""입원형 호스피스전문기관"", ""성인 중환자실""]"
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,곽병원,종합병원,"대구광역시 중구 국채보상로 531, (수동)",35.8710213,128.5885849,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""비뇨의학과"", ""영상의학과"", ""병리과"", ""진단검사의학과"", ""가정의학과"", ""응급의학과"", ""통합치의학과""]","{""가정의학과"": 1, ""내과"": 6, ""마취통증의학과"": 2, ""병리과"": 1, ""비뇨의학과"": 1, ""산부인과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""영상의학과"": 3, ""외과"": 6, ""응급의학과"": 2, ""정형외과"": 3, ""직업환경의학과"": 1}","[""초음파영상진단기"", ""체외충격파쇄석기"", ""골밀도검사기"", ""콘빔CT"", ""혈액투석을위한인공신장기"", ""일반엑스선촬영장치"", ""MRI"", ""CT"", ""인공호흡기"", ""유방촬영장치""]","[""응급의료기관"", ""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,광명성애병원,종합병원,"경기도 광명시 디지털로 36, 광명성애병원 (철산동)",37.4736659,126.8713502,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""성형외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""안과"", ""이비인후과"", ""피부과"", ""비뇨의학과"", ""영상의학과"", ""병리과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과"", ""직업환경의학과"", ""구강악안면외과""]","{""가정의학과"": 3, ""구강악안면외과"": 1, ""내과"": 14, ""마취통증의학과"": 3, ""비뇨의학과"": 1, ""산부인과"": 2, ""성형외과"": 5, ""소아청소년과"": 3, ""신경과"": 4, ""신경외과"": 3, ""안과"": 1, ""영상의학과"": 4, ""외과"": 3, ""응급의학과"": 10, ""이비인후과"": 2, ""재활의학과"": 1, ""정신건강의학과"": 1, ""정형외과"": 6, ""직업환경의학과"": 1, ""진단검사의학과"": 1, ""피부과"": 1}","[""분만감시기"", ""유방촬영장치"", ""초음파영상진단기"", ""혈액투석을위한인공신장기"", ""골밀도검사기"", ""인공호흡기"", ""체외충격파쇄석기"", ""인큐베이터"", ""일반엑스선촬영장치"", ""CT"", ""MRI"", ""콘빔CT""]","[""성인 중환자실"", ""신생아 중환자실"", ""응급의료기관"", ""보훈위탁진료요양기관"", ""1형 당뇨병 환자 재택의료 시범기관"", ""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,광양사랑병원,종합병원,"전남광주통합특별시 광양시 공영로 71,  (중동)",34.9361845,127.6969656,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""소아청소년과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""직업환경의학과""]","{""가정의학과"": 1, ""내과"": 5, ""마취통증의학과"": 1, ""비뇨의학과"": 1, ""소아청소년과"": 1, ""신경외과"": 1, ""영상의학과"": 2, ""외과"": 2, ""응급의학과"": 1, ""정형외과"": 2, ""직업환경의학과"": 2, ""진단검사의학과"": 1}","[""초음파영상진단기"", ""인공호흡기"", ""체외충격파쇄석기"", ""골밀도검사기"", ""일반엑스선촬영장치"", ""CT"", ""MRI"", ""혈액투석을위한인공신장기"", ""유방촬영장치""]","[""성인 중환자실"", ""HPV 국가예방접종사업 참여기관"", ""보훈위탁진료요양기관"", ""간호간병통합서비스 제공기관"", ""응급의료기관""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDQjJDgz,광주기독병원,종합병원,"전남광주통합특별시 남구 양림로 37,  (양림동)",35.1366650,126.9118749,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""이비인후과"", ""피부과"", ""비뇨의학과"", ""영상의학과"", ""병리과"", ""진단검사의학과"", ""결핵과"", ""재활의학과"", ""핵의학과"", ""가정의학과"", ""응급의학과"", ""구강악안면외과"", ""치과보철과"", ""소아치과"", ""치주과"", ""치과보존과"", ""구강내과"", ""영상치의학과"", ""예방치과""]","{""가정의학과"": 3, ""내과"": 35, ""마취통증의학과"": 5, ""병리과"": 2, ""비뇨의학과"": 5, ""산부인과"": 3, ""소아청소년과"": 9, ""신경과"": 1, ""신경외과"": 6, ""심장혈관흉부외과"": 2, ""영상의학과"": 5, ""외과"": 10, ""응급의학과"": 7, ""이비인후과"": 3, ""재활의학과"": 5, ""정신건강의학과"": 1, ""정형외과"": 6, ""진단검사의학과"": 2, ""치과보존과"": 1, ""치주과"": 1, ""피부과"": 1, ""핵의학과"": 1}","[""일반엑스선촬영장치"", ""유방촬영장치"", ""CT"", ""골밀도검사기"", ""분만감시기"", ""양전자단층촬영기 (PET)"", ""인큐베이터"", ""초음파영상진단기"", ""콘빔CT"", ""인공호흡기"", ""MRI"", ""체외충격파쇄석기"", ""혈액투석을위한인공신장기""]","[""성인 중환자실"", ""신생아 중환자실"", ""측두하악관절자극요법 실시기관"", ""소아 야간·휴일진료기관"", ""수면다원검사 실시기관"", ""입원형 호스피스전문기관"", ""간호간병통합서비스 제공기관"", ""응급의료기관"", ""결핵환자 재택의료 시범기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,광주병원,종합병원,"전남광주통합특별시 북구 면앙로139번길 51,  (두암동)",35.1789030,126.9281408,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""마취통증의학과"", ""산부인과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""응급의학과""]","{""내과"": 13, ""마취통증의학과"": 3, ""비뇨의학과"": 1, ""산부인과"": 1, ""신경과"": 2, ""신경외과"": 2, ""심장혈관흉부외과"": 1, ""영상의학과"": 3, ""외과"": 3, ""응급의학과"": 4, ""정형외과"": 6, ""진단검사의학과"": 1}","[""골밀도검사기"", ""체외충격파쇄석기"", ""MRI"", ""인공호흡기"", ""일반엑스선촬영장치"", ""유방촬영장치"", ""CT"", ""초음파영상진단기"", ""혈액투석을위한인공신장기""]","[""성인 중환자실"", ""간호간병통합서비스 제공기관"", ""응급의료기관""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNzEjJDEjJDgjJDgz,광주보훈병원,종합병원,"전남광주통합특별시 광산구 첨단월봉로 99,  (산월동)",35.2079032,126.8496719,"[""내과"", ""신경과"", ""정신건강의학과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""안과"", ""이비인후과"", ""피부과"", ""비뇨의학과"", ""영상의학과"", ""병리과"", ""진단검사의학과"", ""재활의학과"", ""핵의학과"", ""가정의학과"", ""응급의학과"", ""치과보철과"", ""치주과"", ""구강내과"", ""한방내과""]","{""가정의학과"": 3, ""구강내과"": 1, ""내과"": 12, ""마취통증의학과"": 3, ""병리과"": 1, ""비뇨의학과"": 4, ""산부인과"": 2, ""소아청소년과"": 3, ""신경과"": 3, ""신경외과"": 3, ""안과"": 2, ""영상의학과"": 4, ""외과"": 3, ""응급의학과"": 3, ""이비인후과"": 2, ""재활의학과"": 4, ""정신건강의학과"": 1, ""정형외과"": 3, ""진단검사의학과"": 1, ""치과보철과"": 3, ""치주과"": 2, ""피부과"": 1, ""핵의학과"": 1}","[""일반엑스선촬영장치"", ""혈액투석을위한인공신장기"", ""골밀도검사기"", ""유방촬영장치"", ""양전자단층촬영기 (PET)"", ""초음파영상진단기"", ""CT"", ""체외충격파쇄석기"", ""MRI"", ""인공호흡기"", ""콘빔CT""]","[""성인 중환자실"", ""가정간호실시기관"", ""간호간병통합서비스 제공기관"", ""응급의료기관"", ""인공와우 실시기관"", ""HPV 국가예방접종사업 참여기관"", ""입원형 호스피스전문기관"", ""가정형 호스피스전문기관""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,광주센트럴병원,종합병원,"전남광주통합특별시 광산구 수완로 6-0,  A,B,C동 (신가동)",35.1857756,126.8291069,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""영상의학과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과""]","{""가정의학과"": 2, ""내과"": 7, ""마취통증의학과"": 1, ""산부인과"": 1, ""성형외과"": 1, ""소아청소년과"": 5, ""신경과"": 1, ""신경외과"": 2, ""심장혈관흉부외과"": 1, ""영상의학과"": 2, ""외과"": 1, ""응급의학과"": 1, ""재활의학과"": 1, ""진단검사의학과"": 1}","[""MRI"", ""일반엑스선촬영장치"", ""초음파영상진단기"", ""인공호흡기"", ""CT"", ""혈액투석을위한인공신장기"", ""유방촬영장치"", ""골밀도검사기""]","[""입원형 호스피스전문기관"", ""HPV 국가예방접종사업 참여기관"", ""간호간병통합서비스 제공기관"", ""소아진료 지역협력체계 구축 시범기관(전체)"", ""소아진료 지역협력체계 구축 시범기관(중심기관)"", ""응급의료기관"", ""소아 야간·휴일진료기관""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,광주수완병원,종합병원,"전남광주통합특별시 광산구 임방울대로 370,  (수완동)",35.1931112,126.8241986,"[""내과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""이비인후과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""재활의학과"", ""응급의학과""]","{""내과"": 3, ""마취통증의학과"": 1, ""산부인과"": 1, ""신경외과"": 1, ""영상의학과"": 1, ""외과"": 1, ""응급의학과"": 3, ""이비인후과"": 1, ""정형외과"": 4, ""진단검사의학과"": 1}","[""초음파영상진단기"", ""MRI"", ""인공호흡기"", ""골밀도검사기"", ""유방촬영장치"", ""CT"", ""일반엑스선촬영장치""]","[""수면다원검사 실시기관"", ""응급의료기관"", ""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz,광주씨티병원,종합병원,"전남광주통합특별시 남구 서문대로654번길 5,  (진월동)",35.1177147,126.8994848,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""소아청소년과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""응급의학과""]","{""내과"": 6, ""마취통증의학과"": 2, ""비뇨의학과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 2, ""심장혈관흉부외과"": 1, ""영상의학과"": 2, ""외과"": 1, ""응급의학과"": 1, ""정형외과"": 5, ""진단검사의학과"": 1}","[""일반엑스선촬영장치"", ""인공호흡기"", ""유방촬영장치"", ""CT"", ""골밀도검사기"", ""MRI"", ""초음파영상진단기"", ""체외충격파쇄석기""]","[""응급의료기관"", ""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,광주일곡병원,종합병원,"전남광주통합특별시 북구 양일로 309,  (일곡동)",35.2028543,126.8976135,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""소아청소년과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""응급의학과""]","{""내과"": 4, ""마취통증의학과"": 1, ""비뇨의학과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 2, ""영상의학과"": 1, ""외과"": 2, ""응급의학과"": 1, ""정형외과"": 3, ""진단검사의학과"": 1}","[""CT"", ""골밀도검사기"", ""혈액투석을위한인공신장기"", ""MRI"", ""일반엑스선촬영장치"", ""체외충격파쇄석기"", ""유방촬영장치"", ""인공호흡기"", ""초음파영상진단기""]","[""간호간병통합서비스 제공기관"", ""응급의료기관"", ""HPV 국가예방접종사업 참여기관""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,광주한국병원,종합병원,"전남광주통합특별시 서구 월드컵4강로 223,  (쌍촌동)",35.1562165,126.8688163,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""소아청소년과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""응급의학과""]","{""내과"": 6, ""마취통증의학과"": 2, ""비뇨의학과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 3, ""영상의학과"": 2, ""외과"": 2, ""응급의학과"": 4, ""정형외과"": 5, ""진단검사의학과"": 1}","[""체외충격파쇄석기"", ""MRI"", ""인공호흡기"", ""골밀도검사기"", ""초음파영상진단기"", ""유방촬영장치"", ""혈액투석을위한인공신장기"", ""일반엑스선촬영장치"", ""CT""]","[""HPV 국가예방접종사업 참여기관"", ""응급의료기관""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,광주현대병원,종합병원,"전남광주통합특별시 북구 설죽로 291,  (용봉동)",35.1856760,126.8979250,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""영상의학과"", ""진단검사의학과"", ""응급의학과""]","{""내과"": 7, ""마취통증의학과"": 3, ""산부인과"": 1, ""소아청소년과"": 1, ""신경과"": 2, ""신경외과"": 2, ""영상의학과"": 1, ""외과"": 8, ""응급의학과"": 4, ""정형외과"": 7, ""진단검사의학과"": 1}","[""CT"", ""일반엑스선촬영장치"", ""MRI"", ""인공호흡기"", ""유방촬영장치"", ""골밀도검사기"", ""혈액투석을위한인공신장기"", ""초음파영상진단기""]","[""개방병원"", ""응급의료기관"", ""HPV 국가예방접종사업 참여기관"", ""간호간병통합서비스 제공기관""]"
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,광주희망병원,종합병원,"전남광주통합특별시 북구 하서로 429,  (용두동)",35.2134937,126.8747341,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""마취통증의학과"", ""소아청소년과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""재활의학과"", ""가정의학과"", ""응급의학과""]","{""가정의학과"": 1, ""내과"": 5, ""마취통증의학과"": 1, ""비뇨의학과"": 1, ""소아청소년과"": 1, ""신경과"": 1, ""신경외과"": 2, ""영상의학과"": 2, ""외과"": 2, ""정형외과"": 3, ""진단검사의학과"": 1}","[""MRI"", ""인공호흡기"", ""CT"", ""혈액투석을위한인공신장기"", ""일반엑스선촬영장치"", ""초음파영상진단기"", ""골밀도검사기"", ""유방촬영장치"", ""체외충격파쇄석기""]","[""성인 중환자실"", ""응급의료기관"", ""HPV 국가예방접종사업 참여기관"", ""간호간병통합서비스 제공기관""]"
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz,구로성심병원,종합병원,"서울특별시 구로구 경인로 427, 구로성심병원 (고척동)",37.4996715,126.8664159,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""성형외과"", ""마취통증의학과"", ""산부인과"", ""비뇨의학과"", ""영상의학과"", ""병리과"", ""응급의학과"", ""직업환경의학과""]","{""가정의학과"": 4, ""내과"": 6, ""마취통증의학과"": 2, ""병리과"": 1, ""비뇨의학과"": 1, ""산부인과"": 1, ""성형외과"": 1, ""신경과"": 1, ""신경외과"": 1, ""심장혈관흉부외과"": 1, ""영상의학과"": 3, ""외과"": 4, ""응급의학과"": 6, ""정형외과"": 3, ""직업환경의학과"": 1}","[""MRI"", ""체외충격파쇄석기"", ""CT"", ""인공호흡기"", ""유방촬영장치"", ""혈액투석을위한인공신장기"", ""일반엑스선촬영장치"", ""골밀도검사기"", ""초음파영상진단기""]","[""응급의료기관"", ""간호간병통합서비스 제공기관"", ""성인 중환자실""]"
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,구미강동병원,종합병원,"경상북도 구미시 인동20길 46,  (진평동)",36.0962390,128.4228695,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""성형외과"", ""마취통증의학과"", ""산부인과"", ""소아청소년과"", ""이비인후과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""가정의학과"", ""응급의학과"", ""직업환경의학과"", ""예방의학과"", ""치과""]","{""가정의학과"": 2, ""내과"": 6, ""마취통증의학과"": 1, ""비뇨의학과"": 1, ""산부인과"": 1, ""신경과"": 1, ""신경외과"": 3, ""영상의학과"": 2, ""외과"": 1, ""응급의학과"": 3, ""정형외과"": 3, ""직업환경의학과"": 4, ""진단검사의학과"": 1}","[""인공호흡기"", ""유방촬영장치"", ""체외충격파쇄석기"", ""MRI"", ""혈액투석을위한인공신장기"", ""일반엑스선촬영장치"", ""골밀도검사기"", ""CT"", ""초음파영상진단기""]","[""HPV 국가예방접종사업 참여기관"", ""간호간병통합서비스 제공기관"", ""입원형 호스피스전문기관"", ""응급의료기관"", ""성인 중환자실""]"
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,구포성심병원,종합병원,"부산광역시 북구 낙동대로 1786, (구포동)",35.2097133,129.0047235,"[""내과"", ""신경과"", ""외과"", ""정형외과"", ""신경외과"", ""심장혈관흉부외과"", ""마취통증의학과"", ""산부인과"", ""비뇨의학과"", ""영상의학과"", ""진단검사의학과"", ""응급의학과"", ""구강악안면외과""]","{""가정의학과"": 1, ""내과"": 8, ""마취통증의학과"": 2, ""비뇨의학과"": 1, ""산부인과"": 1, ""신경과"": 1, ""신경외과"": 2, ""영상의학과"": 3, ""외과"": 1, ""응급의학과"": 3, ""정형외과"": 5, ""진단검사의학과"": 1}","[""체외충격파쇄석기"", ""혈액투석을위한인공신장기"", ""유방촬영장치"", ""골밀도검사기"", ""초음파영상진단기"", ""인공호흡기"", ""일반엑스선촬영장치"", ""CT"", ""MRI""]","[""결핵환자 재택의료 시범기관"", ""간호간병통합서비스 제공기관"", ""HPV 국가예방접종사업 참여기관"", ""응급의료기관""]"
